MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1860262	Cts7	cathepsin 7	13		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1860262	Cts7	cathepsin 7	13		negative regulation of mitotic cell cycle	regulates a function/process that happens in extraembryonic component		IMP		J:138768 	
MGI:1347360	Cul3	cullin 3	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1347360	Cul3	cullin 3	1		mitotic cell cycle			IMP	MGI:3714267 	J:122228 	
MGI:1347360	Cul3	cullin 3	1		mitotic metaphase plate congression			ISO	Q13618 	J:164563 	
MGI:1347360	Cul3	cullin 3	1		positive regulation of cytokinesis			ISO	Q13618 	J:164563 	
MGI:1347360	Cul3	cullin 3	1		positive regulation of mitotic cell cycle phase transition			ISO	Q13618 	J:164563 	
MGI:1347360	Cul3	cullin 3	1		positive regulation of mitotic metaphase/anaphase transition			ISO	Q13618 	J:164563 	
MGI:1914487	Cul4a	cullin 4A	8		positive regulation of G1/S transition of mitotic cell cycle			IMP		J:142037 	
MGI:1914487	Cul4a	cullin 4A	8		regulation of DNA damage checkpoint			IMP	MGI:3851025 	J:150427 	
MGI:1919834	Cul4b	cullin 4B	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919834	Cul4b	cullin 4B	X		positive regulation of G1/S transition of mitotic cell cycle			IMP		J:142037 	
MGI:1913765	Cul7	cullin 7	17		mitotic cytokinesis			ISO	Q14999 	J:164563 	
MGI:1913765	Cul7	cullin 7	17		regulation of mitotic nuclear division			ISO	Q14999 	J:164563 	
MGI:1925559	Cul9	cullin 9	17		regulation of mitotic nuclear division			ISO	Q8IWT3 	J:164563 	
MGI:1202881	Cuzd1	CUB and zona pellucida-like domains 1	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:103567	Cxcr5	chemokine (C-X-C motif) receptor 5	9		positive regulation of cytokinesis			ISO	P32302 	J:164563 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		regulation of mitotic cell cycle			IBA	PTN000931069 	J:265628 	
MGI:1921506	Cyld	CYLD lysine 63 deubiquitinase	8		regulation of mitotic cell cycle			ISO	Q9NQC7 	J:164563 	
MGI:88588	Cyp1a1	cytochrome P450, family 1, subfamily a, polypeptide 1	9		positive regulation of G1/S transition of mitotic cell cycle			ISO	RGD:2458 	J:155856 	
MGI:2176159	Cyp26b1	cytochrome P450, family 26, subfamily b, polypeptide 1	6		male meiotic nuclear division			IMP	MGI:3039046 	J:108333 	
MGI:1098274	Cyp27b1	cytochrome P450, family 27, subfamily b, polypeptide 1	10		G1 to G0 transition			ISO	O15528 	J:164563 	
MGI:1196431	D7Ertd443e	DNA segment, Chr 7, ERATO Doi 443, expressed	7		mitotic G2 DNA damage checkpoint			IDA		J:160788 	
MGI:1196431	D7Ertd443e	DNA segment, Chr 7, ERATO Doi 443, expressed	7		regulation of centriole replication			IBA	PTN000489313 	J:265628 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		negative regulation of G0 to G1 transition			ISO	Q5VWQ8 	J:164563 	
MGI:1916851	Dab2ip	disabled 2 interacting protein	2		positive regulation of cell cycle arrest			ISO	Q5VWQ8 	J:164563 	
MGI:1277991	Dach1	dachshund family transcription factor 1	14		regulation of nuclear cell cycle DNA replication			IMP		J:219099 	
MGI:1891740	Dact1	dishevelled-binding antagonist of beta-catenin 1	12		negative regulation of G1/S transition of mitotic cell cycle			ISO	Q9NYF0 	J:164563 	
MGI:1203520	Dapk3	death-associated protein kinase 3	10		regulation of mitotic cell cycle			ISO	O43293 	J:164563 	
MGI:1197015	Daxx	Fas death domain-associated protein	17		mitotic cytokinesis			IMP	MGI:3051780 	J:91881 	
MGI:1342328	Dazl	deleted in azoospermia-like	17		female meiosis II	happens in secondary oocyte		IMP		J:170300 	
MGI:1342328	Dazl	deleted in azoospermia-like	17		positive regulation of meiotic nuclear division			IMP	MGI:2181904 	J:87152 	
MGI:1351328	Dbf4	DBF4 zinc finger	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1351328	Dbf4	DBF4 zinc finger	5		positive regulation of nuclear cell cycle DNA replication			IBA	PTN002310337 	J:265628 	
MGI:1351328	Dbf4	DBF4 zinc finger	5		regulation of cell cycle phase transition			IBA	PTN002310337 	J:265628 	
MGI:1351328	Dbf4	DBF4 zinc finger	5		traversing start control point of mitotic cell cycle			ISA	CAA89082 	J:68181 	
MGI:1930042	Dclre1a	DNA cross-link repair 1A	19		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2156057	Dclre1b	DNA cross-link repair 1B	3		mitotic cell cycle checkpoint			ISO	Q9H816 	J:164563 	
MGI:107745	Dctn1	dynactin 1	6		cell cycle			IEA	KW-0131 	J:60000 	
MGI:107745	Dctn1	dynactin 1	6		centriole-centriole cohesion			ISO	Q14203 	J:164563 	
MGI:107745	Dctn1	dynactin 1	6		establishment of mitotic spindle orientation			ISO	Q14203 	J:164563 	
MGI:107745	Dctn1	dynactin 1	6		regulation of mitotic spindle organization			ISO	Q14203 	J:164563 	
MGI:107733	Dctn2	dynactin 2	10		mitotic cell cycle			ISO	RGD:1303182 	J:155856 	
MGI:107733	Dctn2	dynactin 2	10		mitotic cell cycle			ISO	Q13561 	J:164563 	
MGI:107733	Dctn2	dynactin 2	10		mitotic spindle organization			IBA	PTN000394123 	J:265628 	
MGI:107733	Dctn2	dynactin 2	10		mitotic spindle organization			ISO	RGD:1303182 	J:155856 	
MGI:1859251	Dctn3	dynactin 3	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1859251	Dctn3	dynactin 3	4		cytoskeleton-dependent cytokinesis			ISO	O75935 	J:164563 	
MGI:1343154	Dctn6	dynactin 6	8		mitotic spindle organization			IDA		J:195306 	
MGI:2679003	Dcun1d3	DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)	7		negative regulation of G1/S transition of mitotic cell cycle			ISO	Q8IWE4 	J:164563 	
MGI:1202384	Ddb1	damage specific DNA binding protein 1	19		regulation of mitotic cell cycle phase transition			ISO	Q16531 	J:164563 	
MGI:1921291	Ddias	DNA damage-induced apoptosis suppressor	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1921291	Ddias	DNA damage-induced apoptosis suppressor	7		cell cycle arrest			IEA	KW-0338 	J:60000 	
MGI:1921291	Ddias	DNA damage-induced apoptosis suppressor	7		mitotic cell cycle arrest			IBA	PTN002179517 	J:265628 	
MGI:1921291	Ddias	DNA damage-induced apoptosis suppressor	7		mitotic cell cycle arrest			IDA		J:123623 	
MGI:109247	Ddit3	DNA-damage inducible transcript 3	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:109247	Ddit3	DNA-damage inducible transcript 3	10		cell cycle arrest			ISO	P35638 	J:164563 	
MGI:103064	Ddx3x	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3, X-linked	X		positive regulation of G1/S transition of mitotic cell cycle			ISO	O00571 	J:164563 	
MGI:102670	Ddx4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	13		male meiosis I			IMP		J:243488 	
MGI:102670	Ddx4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	13		male meiosis I	happens in testis,happens in male germ cell		IMP	MGI:2182568 	J:61665 	
MGI:102670	Ddx4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	13		male meiotic nuclear division			IMP		J:159518 	
MGI:102670	Ddx4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4	13		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:2443590	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	17		establishment of sister chromatid cohesion			IBA	PTN000158371 	J:265628 	
MGI:2443590	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	17		positive regulation of sister chromatid cohesion			ISO	Q96FC9 	J:164563 	
MGI:2443590	Ddx11	DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11	17		sister chromatid cohesion			ISO	Q96FC9 	J:164563 	
MGI:99240	Ddx39b	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B	17		negative regulation of DNA damage checkpoint			ISO	Q13838 	J:164563 	
MGI:2443026	Deup1	deuterosome assembly protein 1	9		centriole replication			IBA	PTN000430010 	J:265628 	
MGI:1278339	Dgkz	diacylglycerol kinase zeta	2		mitotic G1 DNA damage checkpoint			ISO	Q13574 	J:164563 	
MGI:1278339	Dgkz	diacylglycerol kinase zeta	2		negative regulation of mitotic cell cycle			ISO	Q13574 	J:164563 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		meiotic spindle organization			IMP		J:203415 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		regulation of cell cycle			IMP		J:163670 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		spindle assembly	happens in oocyte		IMP	MGI:3622169 	J:119483 	
MGI:2442555	Dis3l2	DIS3 like 3'-5' exoribonuclease 2	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2442555	Dis3l2	DIS3 like 3'-5' exoribonuclease 2	1		mitotic cell cycle			ISO	Q8IYB7 	J:164563 	
MGI:2442555	Dis3l2	DIS3 like 3'-5' exoribonuclease 2	1		mitotic sister chromatid separation			ISO	Q8IYB7 	J:164563 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		astral microtubule organization			ISO	Q12959 	J:164563 	
MGI:107231	Dlg1	discs large MAGUK scaffold protein 1	16		negative regulation of mitotic cell cycle			ISO	Q12959 	J:164563 	
MGI:2183453	Dlgap5	DLG associated protein 5	14		cell cycle			IEA	KW-0131 	J:60000 	
MGI:105393	Dmc1	DNA meiotic recombinase 1	15		cell cycle			IEA	KW-0131 	J:60000 	
MGI:105393	Dmc1	DNA meiotic recombinase 1	15		male meiosis I	happens in spermatocyte		IMP	MGI:2176331 	J:123677 	
MGI:105393	Dmc1	DNA meiotic recombinase 1	15		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:105393	Dmc1	DNA meiotic recombinase 1	15		reciprocal meiotic recombination			IBA	PTN000534540 	J:265628 	
MGI:105393	Dmc1	DNA meiotic recombinase 1	15		synapsis	happens in spermatocyte		IMP	MGI:2176331 	J:123677 	
MGI:1354733	Dmrt1	doublesex and mab-3 related transcription factor 1	19		negative regulation of meiotic nuclear division			IBA	PTN002285481 	J:265628 	
MGI:1354733	Dmrt1	doublesex and mab-3 related transcription factor 1	19		negative regulation of meiotic nuclear division			IMP		J:166057 	
MGI:1354733	Dmrt1	doublesex and mab-3 related transcription factor 1	19		positive regulation of meiosis I			IBA	PTN002285481 	J:265628 	
MGI:1354733	Dmrt1	doublesex and mab-3 related transcription factor 1	19		positive regulation of meiosis I	regulates a function/process that happens in germ cell of ovary,regulates a function/process that happens in female germ cell		IMP	MGI:2385912 	J:175257 	
MGI:1354733	Dmrt1	doublesex and mab-3 related transcription factor 1	19		positive regulation of mitotic nuclear division			IMP		J:166057 	
MGI:1918491	Dmrtc2	doublesex and mab-3 related transcription factor like family C2	7		male meiosis I	happens in testis,happens in primary spermatocyte		IMP	MGI:3711104 	J:121537 	
MGI:1344415	Dmtf1	cyclin D binding myb-like transcription factor 1	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2443732	Dna2	DNA replication helicase/nuclease 2	10		DNA replication checkpoint			ISO	P51530 	J:164563 	
MGI:2443732	Dna2	DNA replication helicase/nuclease 2	10		mitotic telomere maintenance via semi-conservative replication			IMP		J:198831 	
MGI:3649996	Dnmt3c	DNA methyltransferase 3C	2		male meiosis I			IMP		J:237199 	
MGI:3649996	Dnmt3c	DNA methyltransferase 3C	2		synapsis			IMP		J:237199 	
MGI:1859287	Dnmt3l	DNA (cytosine-5-)-methyltransferase 3-like	10		male meiosis I			IMP		J:92661 	
MGI:1890621	Donson	downstream neighbor of SON	16		DNA damage checkpoint			ISO	Q9NYP3 	J:164563 	
MGI:1890621	Donson	downstream neighbor of SON	16		mitotic G2 DNA damage checkpoint			ISO	Q9NYP3 	J:164563 	
MGI:1890621	Donson	downstream neighbor of SON	16		nuclear DNA replication			IBA	PTN000311848 	J:265628 	
MGI:2143886	Dot1l	DOT1-like, histone H3 methyltransferase (S. cerevisiae)	10		DNA damage checkpoint			IBA	PTN000485246 	J:265628 	
MGI:1919104	Dpep3	dipeptidase 3	8		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:94924	Drd2	dopamine receptor D2	9		positive regulation of cytokinesis			ISO	P14416 	J:164563 	
MGI:94925	Drd3	dopamine receptor D3	16		positive regulation of cytokinesis			ISO	P35462 	J:164563 	
MGI:94925	Drd3	dopamine receptor D3	16		positive regulation of mitotic nuclear division			ISO	RGD:2521 	J:155856 	
MGI:1343297	Drg1	developmentally regulated GTP binding protein 1	11		regulation of mitotic spindle assembly			ISO	Q9Y295 	J:164563 	
MGI:1919357	Dscc1	DNA replication and sister chromatid cohesion 1	15		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919357	Dscc1	DNA replication and sister chromatid cohesion 1	15		maintenance of mitotic sister chromatid cohesion			IBA	PTN000333642 	J:265628 	
MGI:1919357	Dscc1	DNA replication and sister chromatid cohesion 1	15		maintenance of mitotic sister chromatid cohesion			ISO	Q9BVC3 	J:164563 	
MGI:1919357	Dscc1	DNA replication and sister chromatid cohesion 1	15		mitotic sister chromatid cohesion			IEA	IPR019128 	J:72247 	
MGI:1914184	Dsn1	DSN1 homolog, MIS12 kinetochore complex component	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1914184	Dsn1	DSN1 homolog, MIS12 kinetochore complex component	2		mitotic sister chromatid segregation			IBA	PTN001804338 	J:265628 	
MGI:1929270	Dstn	destrin	2		cytokinesis			IMP		J:97332 	
MGI:1924093	Dtl	denticleless E3 ubiquitin protein ligase	1		positive regulation of G2/M transition of mitotic cell cycle			ISO	Q9NZJ0 	J:164563 	
MGI:1924093	Dtl	denticleless E3 ubiquitin protein ligase	1		regulation of cell cycle			ISO	Q9NZJ0 	J:164563 	
MGI:1924093	Dtl	denticleless E3 ubiquitin protein ligase	1		signal transduction involved in G2 DNA damage checkpoint			ISO	Q9NZJ0 	J:164563 	
MGI:105120	Dusp1	dual specificity phosphatase 1	17		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1919599	Dusp3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	11		positive regulation of mitotic cell cycle			IBA	PTN000806783 	J:265628 	
MGI:1919599	Dusp3	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	11		positive regulation of mitotic cell cycle			ISO	P51452 	J:164563 	
MGI:103147	Dync1h1	dynein cytoplasmic 1 heavy chain 1	12		cell cycle			IEA	KW-0131 	J:60000 	
MGI:103147	Dync1h1	dynein cytoplasmic 1 heavy chain 1	12		establishment of spindle localization			IBA	PTN000072732 	J:265628 	
MGI:103147	Dync1h1	dynein cytoplasmic 1 heavy chain 1	12		establishment of spindle localization			ISO	Q14204 	J:164563 	
MGI:103147	Dync1h1	dynein cytoplasmic 1 heavy chain 1	12		mitotic cell cycle			IBA	PTN000072732 	J:265628 	
MGI:103147	Dync1h1	dynein cytoplasmic 1 heavy chain 1	12		positive regulation of spindle assembly			ISO	Q14204 	J:164563 	
MGI:103147	Dync1h1	dynein cytoplasmic 1 heavy chain 1	12		regulation of metaphase plate congression			ISO	Q14204 	J:164563 	
MGI:103147	Dync1h1	dynein cytoplasmic 1 heavy chain 1	12		regulation of mitotic spindle organization			ISO	Q14204 	J:164563 	
MGI:2135610	Dync1li1	dynein cytoplasmic 1 light intermediate chain 1	9		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2135610	Dync1li1	dynein cytoplasmic 1 light intermediate chain 1	9		positive regulation of mitotic cell cycle spindle assembly checkpoint			ISO	Q9Y6G9 	J:164563 	
MGI:2135610	Dync1li1	dynein cytoplasmic 1 light intermediate chain 1	9		regulation of centrosome cycle			ISO	RGD:71072 	J:155856 	
MGI:98643	Dynlt1b	dynein light chain Tctex-type 1B	17		establishment of mitotic spindle orientation			IMP		J:233945 	
MGI:1914367	Dynlt3	dynein light chain Tctex-type 3	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1914367	Dynlt3	dynein light chain Tctex-type 3	X		positive regulation of mitotic cell cycle			ISO	RGD:1549755 	J:155856 	
MGI:1914367	Dynlt3	dynein light chain Tctex-type 3	X		regulation of mitotic cell cycle			ISO	RGD:1549755 	J:155856 	
MGI:1330300	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1330300	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	1		positive regulation of cell cycle G2/M phase transition			IBA	PTN002780608 	J:265628 	
MGI:1330300	Dyrk3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	1		positive regulation of cell cycle G2/M phase transition			ISO	O43781 	J:164563 	
MGI:101941	E2f1	E2F transcription factor 1	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:101941	E2f1	E2F transcription factor 1	2		DNA damage checkpoint			ISO	Q01094 	J:164563 	
MGI:101941	E2f1	E2F transcription factor 1	2		negative regulation of transcription involved in G1/S transition of mitotic cell cycle			ISO	Q01094 	J:164563 	
MGI:101941	E2f1	E2F transcription factor 1	2		regulation of cell cycle			IBA	PTN000249624 	J:265628 	
MGI:101941	E2f1	E2F transcription factor 1	2		regulation of cell cycle			IDA		J:65993 	
MGI:101941	E2f1	E2F transcription factor 1	2		regulation of G1/S transition of mitotic cell cycle			ISO	Q01094 	J:164563 	
MGI:1096341	E2f2	E2F transcription factor 2	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1096341	E2f2	E2F transcription factor 2	4		regulation of cell cycle			IBA	PTN000249624 	J:265628 	
MGI:1096341	E2f2	E2F transcription factor 2	4		regulation of cell cycle			IDA		J:65993 	
MGI:1096340	E2f3	E2F transcription factor 3	13		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1096340	E2f3	E2F transcription factor 3	13		regulation of cell cycle			IBA	PTN000249624 	J:265628 	
MGI:103012	E2f4	E2F transcription factor 4	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:103012	E2f4	E2F transcription factor 4	8		mitotic cell cycle			IEA	IPR028312 	J:72247 	
MGI:103012	E2f4	E2F transcription factor 4	8		regulation of cell cycle			IBA	PTN000249624 	J:265628 	
MGI:103012	E2f4	E2F transcription factor 4	8		regulation of cell cycle			TAS		J:64192 	
MGI:103012	E2f4	E2F transcription factor 4	8		regulation of transcription involved in G1/S transition of mitotic cell cycle	regulates Pola1		IDA		J:63626 	
MGI:103012	E2f4	E2F transcription factor 4	8		regulation of transcription involved in G1/S transition of mitotic cell cycle			IGI	MGI:1354159 	J:94257 	
MGI:105091	E2f5	E2F transcription factor 5	3		G1/S transition of mitotic cell cycle			TAS		J:47283 	
MGI:105091	E2f5	E2F transcription factor 5	3		regulation of cell cycle			IBA	PTN000249624 	J:265628 	
MGI:105091	E2f5	E2F transcription factor 5	3		regulation of cell cycle			TAS		J:47283 	
MGI:1354159	E2f6	E2F transcription factor 6	12		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1354159	E2f6	E2F transcription factor 6	12		regulation of cell cycle			IBA	PTN000249624 	J:265628 	
MGI:1354159	E2f6	E2F transcription factor 6	12		regulation of transcription involved in G1/S transition of mitotic cell cycle			IGI	MGI:103012 	J:94257 	
MGI:1289147	E2f7	E2F transcription factor 7	10		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1289147	E2f7	E2F transcription factor 7	10		negative regulation of cytokinesis			IMP		J:190713 	
MGI:1289147	E2f7	E2F transcription factor 7	10		negative regulation of G1/S transition of mitotic cell cycle			IDA		J:190268 	
MGI:1289147	E2f7	E2F transcription factor 7	10		negative regulation of transcription involved in G1/S transition of mitotic cell cycle			ISO	Q96AV8 	J:164563 	
MGI:1289147	E2f7	E2F transcription factor 7	10		positive regulation of DNA endoreduplication			IMP		J:190713 	
MGI:1289147	E2f7	E2F transcription factor 7	10		regulation of cell cycle			IBA	PTN000249624 	J:265628 	
MGI:1922038	E2f8	E2F transcription factor 8	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1922038	E2f8	E2F transcription factor 8	7		cell cycle comprising mitosis without cytokinesis			IMP		J:190713 	
MGI:1922038	E2f8	E2F transcription factor 8	7		negative regulation of cytokinesis			IMP		J:190713 J:190714 	
MGI:1922038	E2f8	E2F transcription factor 8	7		positive regulation of DNA endoreduplication			IMP		J:190713 J:190714 	
MGI:1922038	E2f8	E2F transcription factor 8	7		regulation of cell cycle			IBA	PTN000249624 	J:265628 	
MGI:109530	E4f1	E4F transcription factor 1	17		cell cycle			IEA	KW-0131 	J:60000 	
MGI:109530	E4f1	E4F transcription factor 1	17		regulation of cell cycle process			IDA		J:175196 	
MGI:109530	E4f1	E4F transcription factor 1	17		regulation of cell cycle process			ISO	Q66K89 	J:164563 	
